content,score,at,bank,month_year,content_process,sentiment
Upgrade dong masa 3 kali salah masukin pasword langsung di suruh ganti pasword baru,1,2024-04-30 12:07:16,Mandiri,2024-04,Upgrade dong masa 3 kali salah masukin pasword langsung di suruh ganti pasword baru,negative
"sumpah ini aplikasi perbankkan paling buruk kerja sustemnya, banyak gagal & errornya daripada suksesnya. update aplikasi bukannya makin lancar malah makin zonk",1,2024-04-30 08:25:05,Mandiri,2024-04,"sumpah ini aplikasi perbankkan paling buruk kerja sustemnya, banyak gagal & errornya daripada suksesnya. update aplikasi bukannya makin lancar malah makin zonk",negative
kok gagal terus aktivasi kartu…,3,2024-04-29 06:23:25,Mandiri,2024-04,kok gagal terus aktivasi kartu,negative
"terus aja muter sampe kiamat ini, dibutuhin buat bayar gini mulu",1,2024-04-28 15:55:06,Mandiri,2024-04,"terus aja muter sampe kiamat ini, dibutuhin buat bayar gini mulu",negative
kok makin sering eror ya? ayo dong mandiri pelayanan segera di tingkatkan khususnya aplikasi livin. terimakasih,3,2024-04-28 14:46:44,Mandiri,2024-04,kok makin sering eror ya? ayo dong mandiri pelayanan segera di tingkatkan khususnya aplikasi livin. terimakasih,negative
"ga friendly, susah di mengerti",1,2024-04-28 12:17:26,Mandiri,2024-04,"ga friendly, susah di mengerti",negative
Hidup dalam genggaman kita,5,2024-04-28 06:56:50,Mandiri,2024-04,Hidup dalam genggaman kita,positive
"Seringkali tiap login selalu “BELUM BERHASIL MENGHUBUNGKAN”. Saat melakukan transaksi jg sama aja. Sesi telah berakhir diminta ubah password,masih jg sama aja!! Beberapa kali percobaan baru berhasil, itupun yg secara GOBLOKnya waktu memasukkan kode verivikasi dr SMS malah dibilang salah!!! Dan harus mengulang satu jam kemudian!!! Kan TOLOL!!! Kalo g siap ngehandle via online/aplikasi mending jgn sok bikin blok!!!",1,2024-04-28 01:39:51,Mandiri,2024-04,"Seringkali tiap login selalu BELUM BERHASIL MENGHUBUNGKAN. Saat melakukan transaksi jg sama aja. Sesi telah berakhir diminta ubah password,masih jg sama aja!! Beberapa kali percobaan baru berhasil, itupun yg secara GOBLOKnya waktu memasukkan kode verivikasi dr SMS malah dibilang salah!!! Dan harus mengulang satu jam kemudian!!! Kan TOLOL!!! Kalo g siap ngehandle via online/aplikasi mending jgn sok bikin blok!!!",negative
Tolong app di upgrade lagi biar ga ada off nya on 24 jam transaksi,1,2024-04-27 20:02:33,Mandiri,2024-04,Tolong app di upgrade lagi biar ga ada off nya on 24 jam transaksi,negative
"Saya suka aplikasi simpel seperti ini, cuma minta tolong diupgrade lebih baik lagi sering terjadi gagal saat transaksi harus mencoba ulang beberapa kali",4,2024-04-27 18:09:42,Mandiri,2024-04,"Saya suka aplikasi simpel seperti ini, cuma minta tolong diupgrade lebih baik lagi sering terjadi gagal saat transaksi harus mencoba ulang beberapa kali",negative
setelah update ke versi terbaru malah gak bisa di buka sama sekali force close terus mentok di logo depan. Gakjelas.,1,2024-04-27 11:28:16,Mandiri,2024-04,setelah update ke versi terbaru malah gak bisa di buka sama sekali force close terus mentok di logo depan. Gakjelas.,negative
"Mengapa di iphone 14 Pro saya tidak muncul fitur Tap to Pay nya? Padahal mendukung NFC, mohon bantuan nya. Terimakasih",3,2024-04-27 10:43:13,Mandiri,2024-04,"Mengapa di iphone 14 Pro saya tidak muncul fitur Tap to Pay nya? Padahal mendukung NFC, mohon bantuan nya. Terimakasih",negative
"eror terus  ga bs bk aplikasi sm sx, ga bs dipake kacau bgt!!!",1,2024-04-27 08:38:57,Mandiri,2024-04,"eror terus ga bs bk aplikasi sm sx, ga bs dipake kacau bgt!!!",negative
Makin update malah makin sering gangguan,2,2024-04-27 05:19:48,Mandiri,2024-04,Makin update malah makin sering gangguan,negative
"Sering bngt di pantau udh gak sekali-duakali malam2 saldo terpotong paginya baru ada notifikasi potongan biaya admin
Parah kalau begini terus. Kotor banget cara kerjanya",1,2024-04-27 00:01:08,Mandiri,2024-04,Sering bngt di pantau udh gak sekali-duakali malam2 saldo terpotong paginya baru ada notifikasi potongan biaya admin Parah kalau begini terus. Kotor banget cara kerjanya,negative
"Gabisa verifikasi wajah gagal mulu 😭
Gimana ini? Ada yg bisa dibantuuuu?",3,2024-04-26 04:43:13,Mandiri,2024-04,Gabisa verifikasi wajah gagal mulu  Gimana ini? Ada yg bisa dibantuuuu?,negative
"Bukannya update aplikasi lama, malah buat aplikasi baru.",1,2024-04-26 04:22:51,Mandiri,2024-04,"Bukannya update aplikasi lama, malah buat aplikasi baru.",negative
"Mbanking paling terkece, komplit dan easy. Selama pake aman2 aja dan bnr2 membantu segala urusan trx saya. Tambahi fitur keluhan buat nsbh donk biar gk repot2 hrs telp call center atau dtg k cabang, klo sdh ad ini perfect 100% suer",5,2024-04-25 22:41:49,Mandiri,2024-04,"Mbanking paling terkece, komplit dan easy. Selama pake aman2 aja dan bnr2 membantu segala urusan trx saya. Tambahi fitur keluhan buat nsbh donk biar gk repot2 hrs telp call center atau dtg k cabang, klo sdh ad ini perfect 100% suer",positive
"Autodebet Visa melalui Gojek, Grab, hampir tiap hari gagal di jam2 dini hari. Begitu pula topup e-wallet di jam2 dini hari. 

Iya gapapa oke kalo direverse mah, masalahnya transaksi yg gagal di jam2 tsb seringkali gak direverse. Entah gak kerekam sistem atau apa.

Bisa direverse manual via CS. Jadi harus DM dulu (karena bot lu bego, gak solutif sama sekali). Masalahnya DM pun lemotnya minta ampun. Ngechat skrg, balesnya bisa besok/lusa. Gatau kerjaannya ngapain aja di kantor.

Ditambah tiap bubble chat, jawabannya selalu template macem robot, dengan orang2 yg gonta-ganti. Sehingga gak solutif krn harus ngulang dr awal lagi tiap yg bales beda. Jawabannya super duper general, di luar ekspektasi saya.

Solusi paling cepat: telpon. Eh eh tapi tunggu dulu. Telpon ke ente itu pake pulsa. Sedangkan, waiting time nya bisa lebih dari 10mnt di jam2 sibuk. (Bayangin lo dengerin nada dering jelek selama 10mnt, secara berbayar.)

Tapi tidak selesai di situ. Setelah itu masih disuruh kirim email bukti2 transaksi gagal, verifikasi, dll. Dengan response time??? Yap. Yang sama lemotnya. Bisa 1 minggu masalah baru benar2 direspon (kalau tanpa di-push lwt sosmed, telpon, dll).

IYA OKE nominal transaksinya cuma remah2 rengginang: karena paling cuma 18k-30k aja yg ga auto-reverse, krn itu dipake di apl ojek online (ekspektasi lu ngojek abis brp si?) 

Tapi bukan berarti dianggep enteng. Bukan berarti ini gak penting. Jadi tolonglah rada solutif dikit. Rada fast response dikit. Rada dikurangin kebelibetannya.

Kejadian kaya gini SERING BANGET. Lu bayangin aja tiap duit ane kesedot, harus ribet ngulangin step2 di atas ☝🏽 mulu???

Masalahnya bukan di nominalnya. Karena kejadian ini bukan terjadi sekali-dua kali transaksi. Kalo saya ikhlasin, itu ditabung jumlahnya bisa gede banget. Apa saya harus stop pakai ojek tiap dini hari cuma gara2 provider bank yang ga becus???

P.S.
Saya paham betul bahwa Bank Mandiri itu antikritik dan enggan membaca ulasan penggunanya, apalagi memperbaiki sistem mjd lebih baik. Jadi, saya berharap anda patahkan prasangka tsb. Tunjukkan bahwa Bank Mandiri mau berbenah. Langkahnya mudah: cukup balas ulasan ini, dan saya akan mengontak anda melalui platform lain.

Saya berharap CS Bank Mandiri beritikad utk menjadi perantara nasabah yang baik ke depannya, dan menjadi lebih becus daripada sekarang.

Terima Kasih.",1,2024-04-25 16:36:18,Mandiri,2024-04,"Autodebet Visa melalui Gojek, Grab, hampir tiap hari gagal di jam2 dini hari. Begitu pula topup e-wallet di jam2 dini hari. Iya gapapa oke kalo direverse mah, masalahnya transaksi yg gagal di jam2 tsb seringkali gak direverse. Entah gak kerekam sistem atau apa. Bisa direverse manual via CS. Jadi harus DM dulu (karena bot lu bego, gak solutif sama sekali). Masalahnya DM pun lemotnya minta ampun. Ngechat skrg, balesnya bisa besok/lusa. Gatau kerjaannya ngapain aja di kantor. Ditambah tiap bubble chat, jawabannya selalu template macem robot, dengan orang2 yg gonta-ganti. Sehingga gak solutif krn harus ngulang dr awal lagi tiap yg bales beda. Jawabannya super duper general, di luar ekspektasi saya. Solusi paling cepat: telpon. Eh eh tapi tunggu dulu. Telpon ke ente itu pake pulsa. Sedangkan, waiting time nya bisa lebih dari 10mnt di jam2 sibuk. (Bayangin lo dengerin nada dering jelek selama 10mnt, secara berbayar.) Tapi tidak selesai di situ. Setelah itu masih disuruh kirim email bukti2 transaksi gagal, verifikasi, dll. Dengan response time??? Yap. Yang sama lemotnya. Bisa 1 minggu masalah baru benar2 direspon (kalau tanpa di-push lwt sosmed, telpon, dll). IYA OKE nominal transaksinya cuma remah2 rengginang: karena paling cuma 18k-30k aja yg ga auto-reverse, krn itu dipake di apl ojek online (ekspektasi lu ngojek abis brp si?) Tapi bukan berarti dianggep enteng. Bukan berarti ini gak penting. Jadi tolonglah rada solutif dikit. Rada fast response dikit. Rada dikurangin kebelibetannya. Kejadian kaya gini SERING BANGET. Lu bayangin aja tiap duit ane kesedot, harus ribet ngulangin step2 di atas  mulu??? Masalahnya bukan di nominalnya. Karena kejadian ini bukan terjadi sekali-dua kali transaksi. Kalo saya ikhlasin, itu ditabung jumlahnya bisa gede banget. Apa saya harus stop pakai ojek tiap dini hari cuma gara2 provider bank yang ga becus??? P.S. Saya paham betul bahwa Bank Mandiri itu antikritik dan enggan membaca ulasan penggunanya, apalagi memperbaiki sistem mjd lebih baik. Jadi, saya berharap anda patahkan prasangka tsb. Tunjukkan bahwa Bank Mandiri mau berbenah. Langkahnya mudah: cukup balas ulasan ini, dan saya akan mengontak anda melalui platform lain. Saya berharap CS Bank Mandiri beritikad utk menjadi perantara nasabah yang baik ke depannya, dan menjadi lebih becus daripada sekarang. Terima Kasih.",negative
"Ini niat apa nggk sih orang IT nya, bikin apk gajelas, dikit dikit keluar sendiri",1,2024-04-25 16:21:41,Mandiri,2024-04,"Ini niat apa nggk sih orang IT nya, bikin apk gajelas, dikit dikit keluar sendiri",negative
Ga guna mau tf malah ga bisa bilangnya limit saldo,1,2024-04-25 08:24:41,Mandiri,2024-04,Ga guna mau tf malah ga bisa bilangnya limit saldo,negative
"Mohon bantuannya sudah beberapa hari tidak bisa menggunakan APK dgn alasan kami sedang melakukan pengecekan, silahkn coba lagi",1,2024-04-25 06:42:48,Mandiri,2024-04,"Mohon bantuannya sudah beberapa hari tidak bisa menggunakan APK dgn alasan kami sedang melakukan pengecekan, silahkn coba lagi",negative
lengkap bgt semua jd lebih mudah melalui livin,5,2024-04-25 02:03:15,Mandiri,2024-04,lengkap bgt semua jd lebih mudah melalui livin,positive
gak ada pilihan pembayaran baru dan multipayment tapi di beberapa ecommerce minta pembayaran baru dan multipayment. Gimana sih... gak ada buttonnya?,2,2024-04-24 22:11:08,Mandiri,2024-04,gak ada pilihan pembayaran baru dan multipayment tapi di beberapa ecommerce minta pembayaran baru dan multipayment. Gimana sih... gak ada buttonnya?,negative
gagal verifikasi wajah dan branch tidak bisa bantu,1,2024-04-24 11:26:57,Mandiri,2024-04,gagal verifikasi wajah dan branch tidak bisa bantu,negative
"Aplikasi suka eror pas waktu butuh..
Padahal jaringan bagus buat buka aplikasi2 lain, buat buka aplikasi 1 ini cuman mutar muter kyk gangsing. Gk jelas..",1,2024-04-24 08:34:47,Mandiri,2024-04,"Aplikasi suka eror pas waktu butuh.. Padahal jaringan bagus buat buka aplikasi2 lain, buat buka aplikasi 1 ini cuman mutar muter kyk gangsing. Gk jelas..",negative
"Kenapa ini aplikasi kirim OTP-nya harus lewat SMS berbayar ? Kan bisa juga mestinya lewat email atau WA. (Updated after a response from dev): Masalahnya, nomor XL aku tak bisa terima OTP dan selalu butuh nomor alternatif. Padahal.....Pulsa OK, paska bayar dg full service & limit bole lah. Jaringan bagus. Cek kirim & terima SMS lancar jaya. Dicoba lsg terima OTP dari BRImo dan lapak2 lain, no problem. Jan tanya jenis HP dan OS-nya, sorry ye sorry😝. Kesimpulannya nggak bisa ganti nomor HP di pengaturan, lalu setiap butuh OTP harus pake nomor lain yg kmdn nomor itu jadi nomor kontak yg terdaftar as of ur email. Living kelen ngeblock nomor akukah ??? Wkkk kkkkk absurd N Ajegileee ribetnya.

Sekian lama berselang, GAK ADA perbaikan, gak ada kemajuan !!!",2,2024-04-24 03:38:39,Mandiri,2024-04,"Kenapa ini aplikasi kirim OTP-nya harus lewat SMS berbayar ? Kan bisa juga mestinya lewat email atau WA. (Updated after a response from dev): Masalahnya, nomor XL aku tak bisa terima OTP dan selalu butuh nomor alternatif. Padahal.....Pulsa OK, paska bayar dg full service & limit bole lah. Jaringan bagus. Cek kirim & terima SMS lancar jaya. Dicoba lsg terima OTP dari BRImo dan lapak2 lain, no problem. Jan tanya jenis HP dan OS-nya, sorry ye sorry. Kesimpulannya nggak bisa ganti nomor HP di pengaturan, lalu setiap butuh OTP harus pake nomor lain yg kmdn nomor itu jadi nomor kontak yg terdaftar as of ur email. Living kelen ngeblock nomor akukah ??? Wkkk kkkkk absurd N Ajegileee ribetnya. Sekian lama berselang, GAK ADA perbaikan, gak ada kemajuan !!!",negative
the app block me because the bank doesnt give me otp how am i supposed to put the otp if U dont give it to me like make it make sense dont be dumb,1,2024-04-23 07:57:41,Mandiri,2024-04,the app block me because the bank doesnt give me otp how am i supposed to put the otp if U dont give it to me like make it make sense dont be dumb,positive
Aplikasi makin eror,1,2024-04-23 05:10:08,Mandiri,2024-04,Aplikasi makin eror,negative
Ga bisa login. Verifikasi wajah gagal trus. Udah 3x. Di CS di ATM. Sama2 ga bisa,1,2024-04-23 05:05:36,Mandiri,2024-04,Ga bisa login. Verifikasi wajah gagal trus. Udah 3x. Di CS di ATM. Sama2 ga bisa,negative
Telfon cs belum sempet nyambung masih ngantri lama. Ke cabang disuruh ke kantor polisi gara2 atm ilang. Segitunya disuruh MANDIRI,1,2024-04-23 04:02:44,Mandiri,2024-04,Telfon cs belum sempet nyambung masih ngantri lama. Ke cabang disuruh ke kantor polisi gara2 atm ilang. Segitunya disuruh MANDIRI,negative
Masak harus datang ke CS,2,2024-04-23 03:46:51,Mandiri,2024-04,Masak harus datang ke CS,negative
Kenapa apk nya terhapus otomatis🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️sdh d download ulang tp bbrp hari kemudian psti trhpus otomatis lg😫😫😫,1,2024-04-23 03:13:37,Mandiri,2024-04,Kenapa apk nya terhapus otomatissdh d download ulang tp bbrp hari kemudian psti trhpus otomatis lg,negative
"Udah 3 hari gk bisa di pake ini livin ,, tolong dong min segera perbaikin bug server nya masa kaya gini trs 3 hari",3,2024-04-22 18:34:50,Mandiri,2024-04,"Udah 3 hari gk bisa di pake ini livin ,, tolong dong min segera perbaikin bug server nya masa kaya gini trs 3 hari",negative
"Ketika di malam hari ga bisa di pake ! 
Aku mau beli tiket ini woi ! 
Bangkeee",1,2024-04-22 16:06:26,Mandiri,2024-04,Ketika di malam hari ga bisa di pake ! Aku mau beli tiket ini woi ! Bangkeee,negative
"Pake mandiri karna gampang ada emoneynya, buat virtual account susah. Petunjuk yg di applikasi lain sm applikasi livinnya beda jauh. Tolong dong ada virtual accountnya. Ga usah kita cari cape2 nama yg harus dibayarnya. Karna kadang ada kadang ga ada di ‘bayar’ sekelas mandiri applikasinya masih masyaAllah",1,2024-04-22 12:32:56,Mandiri,2024-04,"Pake mandiri karna gampang ada emoneynya, buat virtual account susah. Petunjuk yg di applikasi lain sm applikasi livinnya beda jauh. Tolong dong ada virtual accountnya. Ga usah kita cari cape2 nama yg harus dibayarnya. Karna kadang ada kadang ga ada di bayar sekelas mandiri applikasinya masih masyaAllah",negative
"APLIKASI PANTEK, mau bayar qris malah keluar terus minta ganti pasword ... BIAYA ADMIN tinggi tiap bulan... BANK SAMPAH... itu teamn IT makan gaji buta",1,2024-04-22 10:20:39,Mandiri,2024-04,"APLIKASI PANTEK, mau bayar qris malah keluar terus minta ganti pasword ... BIAYA ADMIN tinggi tiap bulan... BANK SAMPAH... itu teamn IT makan gaji buta",negative
"Buat rek online 7 kali saya logout dan ulang registrasi sama saja jawabannya, kecewa",1,2024-04-22 10:08:10,Mandiri,2024-04,"Buat rek online 7 kali saya logout dan ulang registrasi sama saja jawabannya, kecewa",negative
"Aplikasi ga bisa dibuka, repot banget kalo lagi urgent... akhirnya harus pergi ke ATM juga, yg makan waktu... Tolong dong diperhatikan, sepertinya bukan saya saja yang komplain seperti ini",2,2024-04-22 07:09:54,Mandiri,2024-04,"Aplikasi ga bisa dibuka, repot banget kalo lagi urgent... akhirnya harus pergi ke ATM juga, yg makan waktu... Tolong dong diperhatikan, sepertinya bukan saya saja yang komplain seperti ini",negative
"Kesel kali selalu gak bisa login setelah update, padahal lagi darurat banget, CS gak respon lagi, setelah ini bakalan ku pindahkan semua uang ku ke BCA aja",1,2024-04-22 04:06:48,Mandiri,2024-04,"Kesel kali selalu gak bisa login setelah update, padahal lagi darurat banget, CS gak respon lagi, setelah ini bakalan ku pindahkan semua uang ku ke BCA aja",negative
"Keluhan yang sedang saya alami dikarenakan Saldo reversal mandiri. Saldo sudah di transfer dan berhasil dari rek pengirim, saldo masuk di mutasi dengan nominal dan pengirim yang pas, tapi beberapa detik kemudian ada saldo keluar sendiri dengan Bacaan Saldo REVERSAL. kejadian ini saya alami sendiri dan saat ini belum ada kejelasan dari pihak Mandiri. trimakasi!!Saya nasabah aktif Mandiri.

Semoga Pihak mandiri melakukan perbaikan dalam masalah Saldo terkena Reversa.",1,2024-04-21 20:23:53,Mandiri,2024-04,"Keluhan yang sedang saya alami dikarenakan Saldo reversal mandiri. Saldo sudah di transfer dan berhasil dari rek pengirim, saldo masuk di mutasi dengan nominal dan pengirim yang pas, tapi beberapa detik kemudian ada saldo keluar sendiri dengan Bacaan Saldo REVERSAL. kejadian ini saya alami sendiri dan saat ini belum ada kejelasan dari pihak Mandiri. trimakasi!!Saya nasabah aktif Mandiri. Semoga Pihak mandiri melakukan perbaikan dalam masalah Saldo terkena Reversa.",negative
